REF_DATE,Sex,Age group,VALUE
2020,Males,73 years,65088
2021,Males,73 years,64246
1971,Males,74 years,12652
1972,Males,74 years,12674
1973,Males,74 years,13278
1974,Males,74 years,14211
1975,Males,74 years,14441
1976,Males,74 years,14851
1977,Males,74 years,15394
1978,Males,74 years,15879
1979,Males,74 years,16088
1980,Males,74 years,16416
1981,Males,74 years,16731
1982,Males,74 years,17579
1983,Males,74 years,18429
1984,Males,74 years,19288
1985,Males,74 years,19726
1986,Males,74 years,20352
1987,Males,74 years,21537
1988,Males,74 years,22456
1989,Males,74 years,23264
1990,Males,74 years,22433
1991,Males,74 years,22118
1992,Males,74 years,21973
1993,Males,74 years,22879
1994,Males,74 years,27427
1995,Males,74 years,28829
1996,Males,74 years,29293
1997,Males,74 years,29641
1998,Males,74 years,30519
1999,Males,74 years,31229
2000,Males,74 years,31965
2001,Males,74 years,32516
2002,Males,74 years,33506
2003,Males,74 years,33367
2004,Males,74 years,34913
2005,Males,74 years,35839
2006,Males,74 years,35204
2007,Males,74 years,35188
2008,Males,74 years,34772
2009,Males,74 years,35701
2010,Males,74 years,36655
2011,Males,74 years,37062
2012,Males,74 years,38381
2013,Males,74 years,39451
2014,Males,74 years,39966
2015,Males,74 years,41578
2016,Males,74 years,43847
2017,Males,74 years,47224
2018,Males,74 years,48612
2019,Males,74 years,49542
2020,Males,74 years,53150
2021,Males,74 years,63520
1971,Males,75 years,11749
1972,Males,75 years,11810
1973,Males,75 years,11862
1974,Males,75 years,12398
1975,Males,75 years,13386
1976,Males,75 years,13728
1977,Males,75 years,14002
1978,Males,75 years,14536
1979,Males,75 years,14969
1980,Males,75 years,15191
1981,Males,75 years,15501
1982,Males,75 years,15885
1983,Males,75 years,16568
1984,Males,75 years,17458
1985,Males,75 years,18182
1986,Males,75 years,18647
1987,Males,75 years,19380
1988,Males,75 years,20514
1989,Males,75 years,21394
1990,Males,75 years,22200
1991,Males,75 years,21403
1992,Males,75 years,21084
1993,Males,75 years,20903
1994,Males,75 years,21729
1995,Males,75 years,26105
1996,Males,75 years,27340
1997,Males,75 years,28048
1998,Males,75 years,28421
1999,Males,75 years,29150
2000,Males,75 years,29906
2001,Males,75 years,30744
2002,Males,75 years,31235
2003,Males,75 years,32196
2004,Males,75 years,32040
2005,Males,75 years,33590
2006,Males,75 years,34434
2007,Males,75 years,34060
2008,Males,75 years,34068
2009,Males,75 years,33721
2010,Males,75 years,34821
2011,Males,75 years,35721
2012,Males,75 years,35947
2013,Males,75 years,37409
2014,Males,75 years,38377
2015,Males,75 years,38802
2016,Males,75 years,40488
2017,Males,75 years,42892
2018,Males,75 years,46056
2019,Males,75 years,47481
2020,Males,75 years,48338
2021,Males,75 years,51729
1971,Males,76 years,10567
1972,Males,76 years,10931
1973,Males,76 years,11007
1974,Males,76 years,11028
1975,Males,76 years,11552
1976,Males,76 years,12572
1977,Males,76 years,12827
1978,Males,76 years,13065
1979,Males,76 years,13706
1980,Males,76 years,13965
1981,Males,76 years,14247
1982,Males,76 years,14566
1983,Males,76 years,14955
1984,Males,76 years,15605
1985,Males,76 years,16386
1986,Males,76 years,17088
1987,Males,76 years,17719
1988,Males,76 years,18307
1989,Males,76 years,19459
1990,Males,76 years,20300
1991,Males,76 years,20915
1992,Males,76 years,20220
1993,Males,76 years,19950
1994,Males,76 years,19730
1995,Males,76 years,20476
1996,Males,76 years,24445
1997,Males,76 years,26068
1998,Males,76 years,26751
1999,Males,76 years,27068
2000,Males,76 years,27834
2001,Males,76 years,28594
2002,Males,76 years,29494
2003,Males,76 years,29946
2004,Males,76 years,30870
2005,Males,76 years,30675
2006,Males,76 years,32245
2007,Males,76 years,33217
2008,Males,76 years,32812
2009,Males,76 years,32917
2010,Males,76 years,32697
2011,Males,76 years,33810
2012,Males,76 years,34623
2013,Males,76 years,34950
2014,Males,76 years,36279
2015,Males,76 years,37200
2016,Males,76 years,37813
2017,Males,76 years,39402
2018,Males,76 years,41724
2019,Males,76 years,44843
2020,Males,76 years,46138
2021,Males,76 years,46895
1971,Males,77 years,9857
1972,Males,77 years,9782
1973,Males,77 years,10136
1974,Males,77 years,10198
1975,Males,77 years,10199
1976,Males,77 years,10734
1977,Males,77 years,11701
1978,Males,77 years,11883
1979,Males,77 years,12238
1980,Males,77 years,12811
1981,Males,77 years,13017
1982,Males,77 years,13301
1983,Males,77 years,13615
1984,Males,77 years,13946
1985,Males,77 years,14630
1986,Males,77 years,15343
1987,Males,77 years,16070
1988,Males,77 years,16668
1989,Males,77 years,17229
1990,Males,77 years,18357
1991,Males,77 years,19093
1992,Males,77 years,19743
1993,Males,77 years,19015
1994,Males,77 years,18826
1995,Males,77 years,18547
1996,Males,77 years,19655
1997,Males,77 years,23183
1998,Males,77 years,24736
1999,Males,77 years,25352
2000,Males,77 years,25686
